Phecode,ICD string,Layer
872,"Traumatic amputation of arm and hand (complete) (partial), unilateral, level not specified, complicated",3
872,"Traumatic amputation of other finger(s) (complete) (partial), without mention of complication",3
872,"Traumatic amputation of arm and hand (complete) (partial), bilateral [any level], without mention of complication",3
872,Traumatic amputation of shoulder and upper arm,3
872,Traumatic amputation of hip and thigh,3
871.3,"Open wound of foot except toe(s) alone, with tendon involvement",2
871.3,Open wound of other parts of foot,2
871.3,"Open wound of foot except toe(s) alone, complicated",2
871.3,"Open wound of foot except toe(s) alone, without mention of complication",2
871.3,Open wound of foot except toe(s) alone,2
871.4,"Open wound of toe(s), with tendon involvement",2
871.4,Traumatic amputation of two or more toes,2
871.4,"Open wound of toe(s), complicated",2
871.4,Open wound of toe(s) with damage to nail,2
871.4,"Open wound of toe(s), without mention of complication",2
871.4,Open wound of toe(s) without damage to nail,2
871.4,Open wound of toe(s),2
905,Late effects of musculoskeletal and connective tissue injuries,3
906,Late effects of injuries to skin and subcutaneous tissues,3
915,"Abrasion or friction burn of fingers, without mention of infection",3
915,Dislocation of other and unspecified parts of lumbar spine and pelvis,3
915,"Multiple superficial injuries, unspecified",3
915,Injury of unspecified muscle and tendon of trunk,3
915,Superficial injury of trunk,3
915,"Superficial injury of forearm, unspecified",3
915,Multiple superficial injuries of thorax,3
915,"Injury of eye and orbit, unspecified",3
915,Superficial injury of shoulder and upper arm,3
915,"Other and unspecified superficial injury of hip, thigh, leg, and ankle, without mention of infection",3
915,Superficial injury of neck,3
915,Superficial injury of hand(s) except finger(s) alone,3
915,Late effect of superficial injury,3
915,Superficial injury of lip and oral cavity,3
915,Other injuries of eye and orbit,3
915,Other and unspecified superficial injury of fingers without mention of infection,3
915,"Other and unspecified superficial injury of foot and toes, without mention of infection",3
915,Superficial injury of lower leg,3
915,"Abrasion or friction burn of hip, thigh, leg, and ankle, without mention of infection",3
915,Other superficial injuries of front wall of thorax,3
915,Superficial injury of head,3
915,Superficial injury of unspecified body region,3
915,"Abrasion or friction burn of trunk, without mention of infection",3
915,Superficial injury of eye and adnexa,3
915,"Superficial injury of wrist and hand, unspecified",3
915,"Abrasion or friction burn of foot and toe(s), without mention of infection",3
915,"Other and unspecified superficial injury of face, neck, and scalp, without mention of infection",3
915,"Superficial injury of head, part unspecified",3
915,Injury of conjunctiva and corneal abrasion without mention of foreign body,3
915,"Superficial injury of neck, part unspecified",3
915,Multiple superficial injuries of shoulder and upper arm,3
915,Superficial injuries involving multiple body regions,3
915,"Superficial foreign body (splinter) of foot and toe(s), without major open wound and without mention of infection",3
915,"Superficial injury of abdomen, lower back and pelvis, part unspecified",3
915,"Superficial injury of elbow, forearm, and wrist",3
915,"Other multiple injuries of abdomen, lower back and pelvis",3
915,"Other specified injuries of abdomen, lower back and pelvis",3
915,Other superficial injuries of back wall of thorax,3
915,Superficial injury of hip and thigh,3
915,Multiple superficial injuries of wrist and hand,3
915,Superficial injury of eyelids and periocular area,3
915,"Superficial foreign body (splinter) of hand(s) except finger(s) alone, without major open wound and without mention of infection",3
915,"Other superficial injuries of abdomen, lower back and pelvis",3
915,Other superficial injuries of ankle and foot,3
915,"Abrasion or friction burn of face, neck, and scalp except eye, without mention of infection",3
915,"Superficial foreign body (splinter) of fingers, without major open wound and without mention of infection",3
915,"Other and unspecified superficial injury of trunk, without mention of infection",3
915,"Superficial injury of lower leg, unspecified",3
915,"Injury of other blood vessels at abdomen, lower back and pelvis level",3
915,Multiple superficial injuries of hip and thigh,3
915,Other superficial injuries of forearm,3
915,Multiple superficial injuries of ankle and foot,3
915,"Dislocation, sprain and strain of unspecified joint and ligament of trunk",3
915,"Other and unspecified superficial injury of other, multiple, and unspecified sites, without mention of infection",3
915,Superficial injuries involving head with neck,3
915,Multiple superficial injuries of neck,3
915,Superficial injury of conjunctiva,3
915,Multiple superficial injuries of head,3
915,"Superficial injury of hip, thigh, leg, and ankle",3
915,Superficial injury of forearm,3
915,Other superficial injuries of wrist and hand,3
915,Multiple superficial injuries of forearm,3
915,Superficial injury of foot and toe(s),3
915,"Superficial injury of other, multiple, and unspecified sites",3
915,"Abrasion or friction burn of elbow, forearm, and wrist, without mention of infection",3
915,"Superficial foreign body (splinter) of hip, thigh, leg, and ankle, without major open wound and without mention of infection",3
915,"Superficial injury of face, neck, and scalp except eye",3
915,Superficial injury of scalp,3
915,"Abrasion or friction burn of other, multiple, and unspecified sites, without mention of infection",3
915,"Superficial injury of ankle and foot, unspecified",3
915,"Superficial foreign body (splinter) of face, neck, and scalp except eye, without major open wound and without mention of infection",3
915,Superficial injury of cornea,3
915,Superficial injury of shoulder and upper arm,3
915,"Abrasion or friction burn of hand(s) except finger(s) alone, without mention of infection",3
915,Superficial injuries involving multiple regions of upper limb(s) with lower limb(s),3
915,"Other and unspecified superficial injury of hand(s) except finger(s) alone, without mention of infection",3
915,Sprain and strain of other and unspecified parts of lumbar spine and pelvis,3
915,Other superficial injuries of hip and thigh,3
915,Other and unspecified superficial injuries of breast,3
915,"Superficial foreign body (splinter) of shoulder and upper arm, without major open wound and without mention of infection",3
915,Superficial injury of ear,3
915,"Injury of unspecified blood vessel at abdomen, lower back and pelvis level",3
915,"Unspecified injury of abdomen, lower back and pelvis",3
915,Multiple superficial injuries of lower leg,3
915,"Other and unspecified superficial injury of shoulder and upper arm, without mention of infection",3
915,"Superficial foreign body (splinter) of elbow, forearm, and wrist, without major open wound and without mention of infection",3
915,Other and unspecified superficial injuries of throat,3
915,"Superficial injury of hip and thigh, unspecified",3
915,Fracture of other and unspecified parts of lumbar spine and pelvis,3
915,Other superficial injuries of eyelid and periocular area,3
915,"Abrasion or friction burn of shoulder and upper arm, without mention of infection",3
915,Other superficial injuries of lower leg,3
915,Other and unspecified superficial injuries of eye,3
915,"Superficial foreign body (splinter) of trunk, without major open wound and without mention of infection",3
915,Other superficial injuries of shoulder and upper arm,3
915,"Multiple superficial injuries of abdomen, lower back and pelvis",3
915,"Superficial injury of shoulder and upper arm, unspecified",3
915,Superficial injury of finger(s),3
915,"Other and unspecified superficial injury of elbow, forearm, and wrist, without mention of infection",3
915,Superficial injury of other parts of head,3
915,Black eye NOS,3
915,Superficial injury of nose,3
915,"Superficial foreign body (splinter) of other, multiple, and unspecified sites, without major open wound and without mention of infection",3
915,"Crushing injury of other and unspecified parts of abdomen, lower back and pelvis",3
916,Contusion of upper limb,3
916,Contusion of chest wall,3
916,Contusion of other parts of wrist and hand,3
