CPT code,String
1009005,"Treatment of missed abortion, completed surgically"
1009097,Craniectomy or Craniotomy Procedures
1009188,Craniofacial approach to anterior cranial fossa
1009225,Base of Posterior Cranial Fossa Procedures
1009289,"Insertion or replacement of cranial neurostimulator pulse generator or receiver, direct or inductive coupling"
1009317,"Neuroendoscopy, intracranial"
1009341,"Injection, Drainage, or Aspiration Procedures on the Spine and Spinal Cord"
1009388,"Laminectomy with exploration and/or decompression of spinal cord and/or cauda equina, without facetectomy, foraminotomy or discectomy (eg, spinal stenosis), more than 2 vertebral segments"
1009440,Laminectomy with drainage of intramedullary cyst/syrinx
1009589,"Destruction by neurolytic agent, trigeminal nerve"
1009684,"Suture of major peripheral nerve, arm or leg, except sciatic"
1009728,Surgical Procedures on the Eyeball
1009743,Insertion of ocular implant secondary
1009844,"Procedures on the Iris, Ciliary Body of the Eye"
1009870,Incision Procedures on the Lens of the Eye
1009972,"Orbitotomy with bone flap or window, lateral approach (eg, Kroenlein)"
1010308,"Computed tomography, soft tissue neck"
1010367,Diagnostic Radiology (Diagnostic Imaging) Procedures of the Spine and Pelvis
1010387,"Computed tomography, cervical spine"
1010448,"Radiologic examination, elbow"
1010503,Radiologic examination
1010538,Radiologic examination
1010633,Diagnostic Radiology (Diagnostic Imaging) Procedures of the Veins and Lymphatics
1010771,Diagnostic Ultrasound Procedures of the Chest
1010801,"Doppler velocimetry, fetal"
1010849,Therapeutic radiology simulation-aided field setting
1010895,Neutron Beam Treatment Delivery
1010958,"Diagnostic Nuclear Medicine Procedures on the Hematopoietic, Reticuloendothelial and Lymphatic System"
1010963,"Plasma volume, radiopharmaceutical volume-dilution technique (separate procedure)"
1010979,Liver imaging
1011009,Bone and/or joint imaging
1011037,"Cardiac blood pool imaging, gated equilibrium"
1011269,Amino acids
1011291,Bile acids
1011705,Thyroxine
1011933,Immunoelectrophoresis
1012172,"Dark field examination, any source (eg, penile, vaginal, oral, skin)"
1012198,Virus isolation
1012441,Molecular cytogenetics
1012555,Sperm evaluation
1012681,Psychiatry Services and Procedures
1012871,Special Otorhinolaryngologic Services and Procedures
1012883,"Vestibular Function Tests, Without Electrical Recording"
1012952,"Evaluation for prescription for speech-generating augmentative and alternative communication device, face-to-face with the patient"
1012970,Auditory rehabilitation
1013002,Atrial septectomy or septostomy
1013030,External electrocardiographic recording up to 48 hours by continuous rhythm recording and storage
1013137,Peripheral Arterial Disease Rehabilitation
1013216,Patient-initiated spirometric recording per 30-day period of time
1013281,Allergen Immunotherapy Services and Procedures
1013301,Professional services for the supervision of preparation and provision of antigens for allergen immunotherapy
1013331,"Muscle testing, manual (separate procedure) with report"
1013341,Needle electromyography
1013429,Health and Behavior Assessment/Intervention Procedures
1013511,"Therapeutic procedure, 1 or more areas, each 15 minutes"
1013552,Acupuncture Procedures
1013651,Initial Hospital Observation Care Services
1013661,New or Established Patient Initial Hospital Inpatient Care Services
1013711,Emergency Department Services
1013744,New or Established Patient Comprehensive Nursing Facility Assessments
1013807,Prolonged Standby Services
1013819,Care Plan Oversight Services
1013877,Home Health Procedures and Services
1013947,Shunt Procedures on the Anterior Sclera of the Eye
1014059,Excision first and/or cervical rib
1014084,Excision or curettage of bone cyst or benign tumor of radius or ulna (excluding head or neck of radius and olecranon process)
1014094,Transmetacarpal amputation
1014147,"Closure of enterostomy, large or small intestine"
1014149,"Laparoscopy, surgical"
1014159,"Renal endoscopy through established nephrostomy or pyelostomy, with or without irrigation, instillation, or ureteropyelography, exclusive of radiologic service"
1014185,"Exposure of prostate, any approach, for insertion of radioactive substance"
1014197,Colposcopy of the cervix including upper/adjacent vagina
1014218,Cesarean delivery only
1014223,"Induced abortion, by 1 or more vaginal suppositories (eg, prostaglandin) with or without cervical dilation (eg, laminaria), including hospital admission and visits, delivery of fetus and secundines"
1014256,"Ophthalmic biometry by ultrasound echography, A-scan"
1014576,"Open treatment of sternoclavicular dislocation, acute or chronic"
1014600,"Application of body cast, shoulder to hips"
1014622,Appendectomy
1014651,"Preventive Medicine, Individual Counseling Services"
1014702,Continuous inhalation treatment with aerosol medication for acute airway obstruction
1015130,"Twist drill hole(s) for subdural, intracerebral, or ventricular puncture"
1018129,Other Procedures on the Femur or Knee Joint
1018147,Other Procedures of the Hemic or Lymphatic System
1018162,Other Procedures of the Nervous System
1018188,Other Procedures on the Eyelids
1019071,Other Dialysis Procedures
1019288,Structural Measures
1019310,"Laparoscopy, surgical, repair, incisional hernia (includes mesh insertion, when performed)"
1019316,"Microdissection (ie, sample preparation of microscopically identified target)"
1019319,"End-stage renal disease (ESRD) related services monthly, for patients 2-11 years of age to include monitoring for the adequacy of nutrition, assessment of growth and development, and counseling of parents"
1019372,"Removal of total disc arthroplasty (artificial disc), anterior approach, single interspace"
1020183,"Excision, tumor, soft tissue of upper arm or elbow area, subfascial (eg, intramuscular)"
1020209,"Adjacent tissue transfer or rearrangement, any area"
1020534,"Injection(s), diagnostic or therapeutic agent, paravertebral facet (zygapophyseal) joint (or nerves innervating that joint) with ultrasound guidance, lumbar or sacral"
1020568,"Revascularization, endovascular, open or percutaneous, tibial, peroneal artery, unilateral, initial vessel"
1020895,"Application of skin substitute graft to face, scalp, eyelids, mouth, neck, ears, orbits, genitalia, hands, feet, and/or multiple digits, total wound surface area up to 100 sq cm"
1020897,"Arthrodesis, combined posterior or posterolateral technique with posterior interbody technique including laminectomy and/or discectomy sufficient to prepare interspace (other than for decompression), single interspace and segment"
1020923,"MSH6 (mutS homolog 6 [E. coli]) (eg, hereditary non-polyposis colorectal cancer, Lynch syndrome) gene analysis"
1021143,"Supervision by a control physician of interfacility transport care of the critically ill or critically injured pediatric patient, 24 months of age or younger, includes two-way communication with transport team before transport, at the referring facility and during the transport, including data interpretation and report"
1021431,Esophagogastroduodenoscopy Procedures
1002796,Anesthesia
1002845,"Anesthesia for procedures on the integumentary system on the extremities, anterior trunk and perineum"
1002912,Anesthesia for intraperitoneal procedures in upper abdomen including laparoscopy
1002950,Anesthesia for Procedures on the Perineum
1002980,Anesthesia for Procedures on the Pelvis (Except Hip)
1003207,"Shaving of epidermal or dermal lesion, single lesion, face, ears, eyelids, nose, lips, mucous membrane"
1003237,"Excision of skin and subcutaneous tissue for hidradenitis, inguinal"
1003243,Excision-Malignant Lesions Procedures on the Skin
1003265,Surgical Procedures on the Nails
1003267,Debridement of nail(s) by any method(s)
1003325,Treatment of superficial wound dehiscence
1003386,Skin Replacement Surgery Definitions
1003425,"Full thickness graft, free, including direct closure of donor site, forehead, cheeks, chin, mouth, neck, axillae, genitalia, hands, and/or feet"
1003454,Flaps (Skin and/or Deep Tissues) Procedures
1003576,"Destruction (eg, laser surgery, electrosurgery, cryosurgery, chemosurgery, surgical curettement), of benign lesions other than skin tags or cutaneous vascular proliferative lesions"
1003580,Destruction Procedures on Malignant Lesions of the Integumentary System
1003806,Excision of benign tumor or cyst of mandible
1003863,"Reconstruction, entire or majority of forehead and/or supraorbital rims"
1003913,"Reduction of masseter muscle and bone (eg, for treatment of benign masseteric hypertrophy)"
1003996,Excision Procedures on the Neck (Soft Tissues) and Thorax
1004042,Excision Procedures on the Spine (Vertebral Column)
1004279,Surgical Procedures on the Humerus (Upper Arm) and Elbow
1004396,Closed treatment of radial head or neck fracture
1004405,Arthrodesis Procedures on the Humerus (Upper Arm) and Elbow
1004694,"Repair of extensor tendon, central slip, secondary (eg, boutonniere deformity)"
1004923,Treatment of slipped femoral epiphysis
1004977,Arthrodesis Procedures on the Pelvis and Hip Joint
1004987,Surgical Procedures on the Femur (Thigh Region) and Knee Joint
1005083,"Osteoplasty, femur"
1005155,Surgical Procedures on the Leg (Tibia and Fibula) and Ankle Joint
1005329,Excision Procedures on the Foot and Toes
1005390,"Repair, tendon, extensor, foot"
1005491,Closed treatment of talotarsal joint dislocation
1005524,Amputation Procedures on the Foot and Toes
1005566,Strapping
1005648,"Arthroscopy, hip, surgical"
1005657,"Arthroscopy, knee, surgical"
1005716,"Removal foreign body, intranasal"
1005720,Repair Procedures on the Nose
1005729,"Rhinoplasty for nasal deformity secondary to congenital cleft lip and/or palate, including columellar lengthening"
1005805,"Nasal/sinus endoscopy, surgical, with repair of cerebrospinal fluid leak"
1005946,Suture of tracheal wound or injury
1005966,Thoracotomy
1006186,Coronary Artery Anomaly Procedures
1006216,Arterial Grafting for Coronary Artery Bypass
1006349,Insertion of ventricular assist device
1006361,"Arterial Embolectomy/Thrombectomy Procedures, With or Without Catheter"
1006435,"Repair, acquired or traumatic arteriovenous fistula"
1006598,"Exploration (not followed by surgical repair), with or without lysis of artery"
1006603,"Exploration for postoperative hemorrhage, thrombosis or infection"
1006645,"Selective catheter placement, arterial system"
1006686,Therapeutic apheresis
1006934,Surgical Procedures on the Mediastinum
1007148,"Plastic repair of salivary duct, sialodochoplasty"
1007163,"Incision Procedures on the Pharynx, Adenoids, and Tonsils"
1007220,"Excision of lesion, esophagus, with primary repair"
1007283,Endoscopic retrograde cholangiopancreatography (ERCP)
1007398,"Gastrostomy, open"
1007620,Destruction Procedures on the Rectum
1007622,Endoscopy Procedures on the Rectum
1007728,Introduction Procedures on the Anus
1007816,"Donor hepatectomy (including cold preservation), from living donor"
1008019,"Repair initial femoral hernia, any age"
1008050,"Laparoscopy, surgical"
1008104,Backbench reconstruction of cadaver or living donor renal allograft prior to transplantation
1008311,"Laparoscopy, surgical"
1008315,"Endoscopy-Cystoscopy, Urethroscopy, Cystourethroscopy Procedures on the Bladder"
1008399,"Meatotomy, cutting of meatus (separate procedure)"
1008452,Manipulation Procedures on the Urethra
1008594,Repair Procedures on the Epididymis
1008614,Repair Procedures on the Scrotum
1008618,Surgical Procedures on the Vas Deferens
1008650,"Biopsy, prostate"
1008716,Surgical Procedures on the Vagina
1008726,Destruction of vaginal lesion(s)
1008787,Endoscopy/Laparascopy Procedures on the Vagina
1008819,Manipulation Procedures on the Cervix Uteri
1008823,Excision Procedures on the Corpus Uteri
1009026,Incision Procedures on the Thyroid Gland
1009043,"Thyroidectomy, including substernal thyroid"
1009048,"Surgical Procedures on the Parathyroid, Thymus, Adrenal Glands, Pancreas, and Carotid Body"
